,MetadataField,Metadata
0,NSGL Document #:,WASHU-G-91-007
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Freezer burn
3,Author:,"King, Teri L."
4,Publication Year :,1991
5,# Pages / Video Length:,2
6,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
7,Program Report #:,WSG-AS 91-08
8,Project #:,A/FP-7
9,Abstract:,"One problem encountered by producers of both fresh and frozen seafood is product dehydration. Processors of frozen fish, especially those using blast freezers, find it difficult to prevent moisture loss because of the large volumes of air that circulate around the product during freezing. Subsequent cold storage, especially of poorly protected product, accelerates the dehydration process, sometimes referred to as freezer burn. Understanding the situations that promote dehydration and the techniques for preventing it can help safeguard against this destroyer of quality."
