,MetadataField,Metadata
0,NSGL Document #:,WASHU-G-19-012
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Coastal Connections: Sustaining the Subsistence Value and Cultural Seafood Practices associated with Commercial Fisheries of the United States West Coast
3,Author:,"Poe, Melissa"
4,Publication Year :,2019
5,Publisher:,Washington Sea Grant
6,# Pages / Video Length:,5
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,WSG-MR 19-32
9,Project #:,A/ACE-1
10,Notes:,"April 16, 2019 Fisheries and Seafood Practices"
11,Abstract:,"Every Spring, an active group of applied social scientists gathers for the Society for Applied Anthropology (SfAA) meeting. The SfAA has a mighty cohort of salty researchers ––so mighty that there is now a Fisheries and Coastal Topical Interest Group, voluntarily led by NOAA-based anthropologist, Patricia Clay. In 2019, social scientists from state Sea Grant programs, NOAA Fisheries, universities and other institutions met in Portland, Oregon and spent 5 full days learning together, sharing research updates, and plotting out the horizons of our work. Presentations ranged from the development of social indicators for marine management, to integration of traditional and local ecological knowledge, a round-table on centering Indigenous collaborations in applied environmental E​very Spring, an active group of applied social scientists gathers for the Society for Applied Anthropology (SfAA) meeting."
