,MetadataField,Metadata
0,NSGL Document #:,WASHU-G-19-014
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Crab Team 2019: European Green Crab and Pocket Estuary Monitoring
3,Author:,"Grason, Emily"
4,Publication Year :,2019
5,Publisher:,Washington Sea Grant
6,# Pages / Video Length:,1
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,WSG-AS 19-14
9,Project #:,A/ACE-1
10,Abstract:,"The survey numbers for Monitoring Effort (214, 56, 4,256), Transect Survey (327), Molt Search (22,826). Also includes what was found in Crab Team traps."
