,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-04-014
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Speciation and bacterial phylospecies
3,Author:,"Staley, James T."
4,Publication Year :,2004
5,Source Citation:,"""Microbial Diversity and Bioprospecting,​"" Alan T. Bull (ed.), Chapter 4, pp. 40-48, 2004."
6,Publisher:,ASM Press
7,# Pages / Video Length:,9
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-CH 05-02
10,Project #:,R/B-40
11,Abstract:,"Speciation is the evolutionary process whereby one species separates into two. The speciation event that occurs is intrinsic to the organism that is evolving. However, the speciation process occurs in the environment in which the species lives. So, both the organism and the extrinsic environmental factors play a role in speciation. The extrinsic factors of the environment that affect speciation may include physical, geographical, chemical, and biological factors. These ecological factors not only provide the setting in which speciation occurs, but they comprise the selective force for the speciation process. However, it is the response of the organism to the environmental factors that is the hallmark of speciation. The organism's response takes the form of genetic variation in which mutation and horizontal gene transfer play roles, along with natural selection. In this chapter the author begins by discussing animal and plant speciation followed by bacterial speciation."
