,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-15-033
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Effectiveness of managed gene flow in reducing genetic divergence associated with captive breeding
3,Author:,"Waters, Charles D."
4,,"Hard, Jeffrey J."
5,,"Brieuc, Marine S. O."
6,,"Fast, David E."
7,,"Warheit, Kenneth I."
8,,"Waples, Robin S."
9,,"Knudsen, Curtis M."
10,,"Bosch, William J."
11,,"Naish, Kerry A."
12,Publication Year :,2015
13,Source Citation:,"Evolutionary Applications, 8:956-971, 2015"
14,DOI #:,10.1111/eva.123​31
15,# Pages / Video Length:,16
16,Publication Type:,reprints (peer-reviewed)
17,Program Report #:,WSG-TA 15-39
18,Project #:,R/HCE-4
19,Notes:,OPEN ACCESS
20,Abstract:,"Captive breeding has the potential to rebuild depressed populations. However, associated genetic changes may decrease restoration success and negatively affect the adaptive potential of the entire population. Thus, approaches that minimize genetic risks should be tested in a comparative framework over multiple generations. Genetic diversity in two captive-reared lines of a species of conservation interest, Chinook salmon (Oncorhynchus tshawytscha), was surveyed across three generations using genome-wide approaches. Genetic divergence from the source population was minimal in an integrated line, which implemented managed gene flow by using only naturally-born adults as captive broodstock, but significant in a segregated line, which bred only captive-origin individuals. Estimates of effective number of breeders revealed that the rapid divergence observed in the latter was largely attributable to genetic drift. Three independent tests for signatures of adaptive divergence also identified temporal change within the segregated line, possibly indicating domestication selection. The results empirically demonstrate that using managed gene flow for propagating a captive-reared population reduces genetic divergence over the short term compared to one that relies solely on captive-origin parents. These findings complement existing studies of captive breeding, which typically focus on a single management strategy and examine the fitness of one or two generations."
