,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-87-004
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Determination of vitamin B6 deficiency in rainbow trout (""Salmo gairdneri"") by liver enzyme assay and HPLC analysis"
3,Author:,"Hardy, R. W."
4,,"Casillas, E."
5,,"Masumoto, T."
6,Publication Year :,1987
7,Source Citation:,"""Canadian Journal of Fisheries and Aquatic Sciences,"" 44(1):219-222, 1987."
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 87-4
10,Abstract:,"Because of the short time span between the appearance of clinical signs of vitamin B6 deficiency and death in fish, there is a need for rapid and early detection of a deficiency. This study was thus undertaken to compare the vitamin B6 status of rainbow trout by the direct measurement of pyridoxine and pyridoxal and by measuring the activity of a vitamin B6-dependent enzyme from liver tissue of rainbow trout fed a pyridoxine-​deficient diet. Results show that vitamin B6 deficiency in rainbow trout can be readily determined weeks before clinical signs of a deficiency are apparent by measuring pyridoxine- enhanced liver ASAT activity. However, liver levels of pyridoxine and pyridoxal are not sensitive indicators of vitamin B6 status."
