,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-15-011
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Reduced genetic variation and decreased effective number of breeders in five year-classes of cultured geoducks (Panopea generosa)
3,Author:,"Straus, Kristina M."
4,,"Vadopalas, Brent"
5,,"Davis, Jonathan P."
6,,"Friedman, Carolyn S."
7,Publication Year :,2015
8,Source Citation:,"Journal of Shellfish Research, 34(1):163-169, 2015"
9,DOI #:,10.2983/035.034​.0120
10,Publisher:,National Shellfisheries Association
11,# Pages / Video Length:,7
12,Publication Type:,reprints (peer-reviewed)
13,Program Report #:,WSG-TA 16-05
14,Project #:,A/ACE-1
15,Notes:,For reprint see: WASHU-O-15-001
16,Abstract:,"Aquaculture for the Pacific geoduck (Panopea generosa) is a small but expanding industry in Washington state, where geoducks are native and genetic interactions between wild and cultured geoducks are likely. To examine the potential genetic implications of geoduck aquaculture, genetic diversity, and effective number of breeders (Nb), five contiguous year-classes of cultured geoducks were compared with a wild population. The results from five microsatellite loci indicate the cultured year-classes exhibited reduced allelic richness and Nb as well as increased mean pairwise genetic relatedness. However, examination of relationships within year-classes using sibship assignment revealed that many parents contributed progeny to each year-class. The geoducks in each year-class were comprised of 9 to 25 full-sib groups as well as a large number of individuals unrelated to others at the full-sib level. No clear pattern emerged regarding changes in genetic diversity during the 5-y time span of this study. To decrease the genetic risk to wild geoducks, the results suggest that hatcheries should increase the genetic diversity of cultured geoducks by adopting a partial factorial mating scheme, or they should minimize gene flow from cultured to wild populations by culturing sterile triploid geoducks."
