,MetadataField,Metadata
0,NSGL Document #:,OREXT-W-85-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Limited Entry: A Fishing Industry Information Exchange, Proceedings of the 1985 Conference"
3,Author:,"St. Claire, Judith"
4,,"Jacobson, Robert W. (Moderator)"
5,,"Fisher, R. Barry (Captain)"
6,,"Crutchfield, James A. (Chairman, PFMC)"
7,Publication Year :,1987
8,Source Citation:,"Limited Entry: Proceedings of the Conference Fishing for Answers: An Industry Information Exchange, Newport, Oregon, March 7-8, 1985."
9,Publisher:,Oregon State University Sea Grant Extension Service
10,# Pages / Video Length:,219
11,Publication Type:,conference/work​shop proceedings
12,Program Report #:,EM 8332; OREXT-W-85-002
13,Grant/Contract #:,NOAA Sea Grant No. 07-09-02791
14,Abstract:,"The Oregon Coastal Zone Management Association's (OCZMA) Oregon Fishing Industry Project was conceived to help the Oregon fishing industry. The question of limited entry, or fleet versus resource as it is sometimes called, is one of the areas of interest for OCZMA's Oregon Fishing Industry Project. The entire project is concerned with stabilizing and revitalizing Oregon coastal communities. Certainly the topic of limited entry is one that is frequently discussed; it is a controversial topic and one that has polarized the thinking of many fishermen. There are some strong sentiments for limited entry and some equally strong feelings in opposition. The purpose of this conference was not to promote limited entry as a fishery management tool, but rather to provide industry members with an opportunity to listen firsthand to the comments of persons who have been directly involved with limited entry programs in their respective areas. The following papers are included in this publication: 1. Why are we talking about limited entry? R. Barry Fisher pp. 3-8. 2. What is limited entry? James A. Crutchfield pp. 9-14. 3. An overview of British Columbia limited entry programs. David Reid pp. 16-22. 4. A Canadian fishermen's union perspective on limited entry. Jack Nichol pp. 23-26. 5. Limited entry in Alaska's commercial fisheries. John D. Williams pp. 29-35. 6. Alaska's limited entry program for salmon. Bruce Wallace pp. 36-40. 7. What have we learned in Australia? Colin Grant pp. 46-51. 8. Limited entry in the East coast surf clam industry. Kathryn Marvin pp. 55-59. 9. A New Englander's perspective on the surf clam management program. Alan D. Guimond pp. 60-69. 10. Review of the North Pacific halibut limited entry experience. Jim H. Branson pp. 75-80. 11. The Alaskan halibut experience. Robert D. Alverson pp. 81-84. 12. A halibut longliner's view of limited entry. Kevin O'Leary pp. 85-90. 13. The past is prologue. Harold Lokken pp. 103-116. 14. Limited entry in the Washington dungeness crab and geoduck clam fisheries. Ronald E. Westley pp. 117-121. 15. Limited entry in California's herring, abalone and troll salmon fisheries. Melvyn D. Odemar pp. 124-130. 16. California's troll salmon limited entry program. Patrick Lawlor pp. 131-134. The Limited Entry in Fisheries: A Selected Bibliography is compiled by Andrea G. Coffman."
