,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-90-008
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"The Timber, Fish & Wildlife agreement: implementing alternative dispute resolution in Washington State"
3,Author:,"Halbert, Cindy L."
4,,"Lee, Kai N."
5,Publication Year :,1990
6,Source Citation:,"""The Northwest Environmental Journal,"" 6(1):139-175, 1990."
7,# Pages / Video Length:,37
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 90-09
10,Project #:,R/MS-35
11,Abstract:,"Uses of natural resources often have public ramifications, even when the resource itself is privately owned; examples include smog, clear cuts, and pesticide-laden runoff. Controlling these uses, however, raises difficult questions in a nation strongly committed to individual freedom and private property rights. Partly for that reason, conflicts among contending interests can exceed the ability or political resources of government to manage. The emergence of environmental mediation, an informal approach to settling resource-​related disputes, accordingly has been greeted as `an idea whose time has come.' Working at the front lines of conflict, yet unarmed with any of the coercive instruments of the state, mediators seek to hammer out agreements among parties that each will see as superior to continued struggle. This article examines a landmark accord in Washington State: the Timber, Fish, and Wildlife agreement mediated by the Northwest Renewable Resources Center. Analysis discusses events up until November 1989."
