,MetadataField,Metadata
0,NSGL Document #:,CASG-R-08-038
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Fluxes of nutrients and selected organic pollutants carried by rivers
3,Author:,"Liu, K.-K."
4,,"Seitzinger, S."
5,,"Mayorga, E."
6,,"Harrison, J."
7,,"Ittekkot, V."
8,Publication Year :,2008
9,Source Citation:,"""Dynamics and Vulnerability of Semi-enclosed Marine Systems: The Integrated Effects of Changes in Sediment and Nutrient Input from Land."" E. Urban & S. Greenwood (eds.), Chapter 8, pp. 141-167, 2008."
10,Publisher:,"Scientific Committee on Progress in the Environment (SCOPE), New York"
11,# Pages / Video Length:,27
12,Publication Type:,reprints (peer-reviewed)
13,Project #:,RSF8
14,Abstract:,"It is estimated that the global load of nitrate and ammonia carried by rivers doubled and that of dissolved phosphate tripled from the 1970s to the 1990s as human population increased by more than 1.6 billion. Not only did nutrient loads increase, but a suite of man-made toxins also infiltrated the environment and will eventually be transported to the coastal zone. It is conceivable that these chemical loadings will affect semi-enclosed marine systems (SEMSs) most strongly. In this chapter, we provide estimates of the loads of nutrients (N and P) and two hazardous man-made chemicals-​polychlorinated biphenyls (PCBs) and polycyclic aromatic hydrocarbons (PAHs)-carried by rivers into thirteen SEMSs (Plate 5; Table 8-1) and assess the potential impacts of these loadings on coastal environments."
