,MetadataField,Metadata
0,NSGL Document #:,CUIMR-I-98-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Oysters, raw: generic HACCP plan"
3,Author:,"Price, Robert J."
4,Publication Year :,1998
5,# Pages / Video Length:,5
6,Publication Type:,"web/blog sites (topical), other web-based resources"
7,Program Report #:,UCSGEP 98-1W
8,Project #:,A/EA-1
9,URL:,http://seafood.​ucdavis.edu/hac​cp/plans/oyster​s.htm
10,Abstract:,"Using raw oysters as an example, a generic HACCP plan is spelled out in this document. The five components include process description, a flow diagram, potential hazards, hazard analysis worksheet, and HACCP plan form. One caveat is specified, 'models may not be fully consistent with guidance contained in FDA's Fish and Fishery Products Hazards and Control Guide.'"
