,MetadataField,Metadata
0,NSGL Document #:,MIT-WR-10-002
1,Sea Grant Program/Affiliate:,MIT Sea Grant
2,Title:,Fault detection and diagnostics for non-intrusive monitoring using motor harmonics
3,Author:,"Orij, Uzoma A."
4,,"Remscrim, Zachary"
5,,"Laughman, Christopher"
6,,"Leeb, Steven B."
7,,"Wichakool, Warit"
8,,"Schantz, Christopher"
9,,"Cox, Robert"
10,,"Paris, James"
11,,"Kirtley, James L."
12,,"Norford, Les K."
13,Publication Year :,2010
14,Source Citation:,"""IEEE Applied Power Electronics Conference,"" Palm Springs, California, February 21-25, 2010."
15,# Pages / Video Length:,8
16,Publication Type:,reprints (peer-reviewed)
17,Program Report #:,MITSG 10-17
18,Project #:,2007-R/RD-37
19,Abstract:,"Harmonic analysis of motor current has been used to track the speed of motors for sensorless control. Algorithms exist that track the speed of a motor given a dedicated stator current measurement, for example [1-5]. Harmonic analysis has also been applied for diagnostic detection of electro-​mechanical faults such as damaged bearings and rotor eccentricity [6-17]. This paper demonstrates the utility of harmonic analysis for fault detection and diagnostics in non-intrusive monitoring applications, where multiple loads are tracked by a sensor monitoring only the aggregate utility service. An optimization routine is implemented to maintain accuracy of speed estimation while using shorter lengths of data."
