,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-97-033
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Withering syndrome of the black abalone, ""Haliostis cracherodii"" (Leach): water temperature, food availability, and parasites as possible causes"
3,Author:,"Friedman, Carolyn S."
4,,"Thomson, Marilyn"
5,,"Chun, Calvin"
6,,"Haaker, Peter L."
7,,"Hedrick, Ronald P."
8,Publication Year :,1997
9,Source Citation:,"""Journal of Shellfish Research,"" 16(2):403-411, 1997."
10,# Pages / Video Length:,9
11,Publication Type:,reprints (peer-reviewed)
12,Project #:,R/F-153
13,Abstract:,"This study describes investigations of three potential causes (individually and in conjunction with one another) of withering syndrome in black abalone: (1) water temperature, (2) food availability, and (3) parasites: renal coccidia and rickettsiales-​like procaryotes (RLPs). The authors determined the geographic and host distribution of the coccidian ""P. haliotis,"" in abalone, with a focus on black abalone. In abalone collected from field locations, associations between the intensity of coccidian infection and the condition of the abalone were assessed. In laboratory studies, they examined the relationship between food availability, water temperature, black abalone survival, and intensity of infections by both coccidia and RLPs."
