,MetadataField,Metadata
0,NSGL Document #:,NYU-R-72-001
1,Sea Grant Program/Affiliate:,New York Sea Grant
2,Title:,A Model for Turbulent Thermal Convection in Horizontal Fluid Layers
3,Author:,"Chen, Michael M."
4,Publication Year :,1972
5,Source Citation:,"Presented at the 1971 Annual Meeting of the Fluid Dynamics Division, American Physical Society, San Diego, California, November 22-24, 1971"
6,Publisher:,"New York University, School of Engineering and Science, Bronx, NY"
7,# Pages / Video Length:,36
8,Publication Type:,reprints (not peer-reviewed)
9,Program Report #:,Report No. ME-72-1
10,Grant/Contract #:,"National Sea Grant Program, Grant No. G.H.-13"
11,,NYSSTF Grant No. SSF (8)-9
12,,NSF Grant GK-25862
13,Abstract:,"At very high Rayleigh numbers the fluid motion in bottom heated fluid layers becomes turbulent and the equations of motion become intractable without assumption concerning the form of the solution. The present model is offered in the hope of gaining qualitative insights on the nature of such flows. Its basic hypotheses are (a) the structure of the mean temperature field near the boundary and hence the heat transfer rate is dominated by the stagnation boundary layer associated iri.th the slow flow from the fluid interior, which are required by continuity to balance the fluid carried away in the thermals; and (b) the thickness of the stagnation boundary layer, and in turn the spacing and diameter of the thermals, are governed by stability considerations of the quasi-steady stagnation boundary layer. The latter hypothesis was based on the laboratory observations on the behavior of thermals. Semi-​quantitative estimates of the critical Rayleigh number, based on comparison with related phenomena, yields Nusselt numbers which are in close agreement with experimental data. Procedure for quantitative evaluation of the model is also outlined."
