,MetadataField,Metadata
0,NSGL Document #:,CUIMR-T-91-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Management of human error in operations of marine systems: decision models for evacuating offshore platforms under storm conditions
3,Author:,"Moore, William H."
4,Publication Year :,1991
5,# Pages / Video Length:,27
6,Publication Type:,technical reports/surveys​/patents
7,Program Report #:,HOE-91-2
8,Project #:,R/OE-17
9,Abstract:,"The impact of storm conditions on offshore operations can be potentially hazardous for work crews. Adverse weather has resulted in compounding a number of catastrophic accidents which could have been avoided if effective evacuation procedures were in place. Weather conditions can deteriorate rapidly, and timely decisions are critical to reduce the potential consequences of a platform failure. This is particularly crucial in areas with high storm intensity and low predictability (i.e. North Sea, Gulf of Mexico, South China Sea, etc.). Developing frameworks for modeling operational and evacuation systems for various weather conditions can assist in creating decision criteria for evacuations. This paper addresses the development of such a framework and evaluation of various decisions using probabilistic risk analysis (PRA) modeling techniques."
