,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-90-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Development of a methodology for safety assessment of existing steel jacket offshore platforms
3,Author:,"Aggarwal, R. K."
4,,"Bea, R. G."
5,,"Gerwick, B. C."
6,,"Ibbs, C. W."
7,,"Reimer, R. B."
8,,"Lee, G. C."
9,Publication Year :,1990
10,Source Citation:,"Paper presented at the ""22nd Annual Offshore Technology Conference,"" Houston, Texas, May 7-10, 1990."
11,# Pages / Video Length:,12
12,Publication Type:,reprints (not peer-reviewed)
13,Project #:,R/OE-11
14,Abstract:,"This paper describes a methodology for assessment of the safety of existing steel jacket offshore platforms. The methodology is based on a four-level evaluation process. The first two levels consist of screening of the platforms into one of three categories: `fit for service', `unfit for service', and `marginal', based on qualitative evaluation and simplified quantitative analyses. The higher levels of assessment require detailed computer analyses. Capacity of the platform and potential consequences associated with the loss of serviceability of the platform are key parameters in this methodology. The capacity characteristics are expressed through a Reserve Strength Ratio (Ultimate Capacity/Minimu​m Reference Force). The consequences are expressed through evaluations of life, property, resources, productivity, and environmental implications associated with the proposed platform operations."
