,MetadataField,Metadata
0,NSGL Document #:,MIT-W-03-003
1,Sea Grant Program/Affiliate:,MIT Sea Grant
2,Title:,"Biological invasions (Volume 7, Number 6, November 2005) special issue: Marine bioinvasions: gaining insights and applying knowledge"
3,Editor :,"Pederson, Judith"
4,,"Drake, James A."
5,Publication Year :,2005
6,Source Citation:,"""Biological Invasions,"" 7(6):iii-v; 885-1048, November 2005."
7,Publisher:,Springer
8,# Pages / Video Length:,173
9,Publication Type:,conference/work​shop proceedings
10,Program Report #:,MITSG 05-15J
11,Abstract:,"This special issue of the journal ""Biological Invasions"" includes papers from the Third International Conference on Marine Bioinvasions, held in La Jolla, California in March 2003. The conference focused on marine invasion research and its application in education, management, and policy development. Topics include the biology and ecology of introduced organisms and their impacts; vectors responsible for introductions; distribution and patterns of dispersion; evolutionary consequences; and management issues."
12,,"The following articles are inside this issue: 1. Differential parasitism of native and introduced snails: replacement of a parasite fauna. M. E. Torchin, et al. pp. 885-894. 2. Host specificity of ""Sacculina carcini,"" a potential biological control agent of the introduced European green crab ""Carcinus maenas"" in California. J. H. R. Goddard, et al. pp. 895-912. 3. Temperature, herbivory and epibiont acquisition as factors controlling the distribution and ecological role of an invasive seaweed. L. G. Harris and A. C. Jones, pp. 913-924. 4. Spatial relationships between an introduced snapper and native goatfishes on Hawaiian reefs. B. D. Schumacher and J. D. Parrish, pp. 925-933. 5. Habitat differences in marine invasions of central California. K. Wasson, et al. pp. 935-948. 6. Impact scenario for an introduced decapods on Arctic epibenthic communities. L. L. Jorgensen, pp. 949-957. 7. The invasion of the Chinese mitten crab (""Eriocheir sinensis"") in the United Kingdom and its comparison to continental Europe. L. M. Herborg, et al. pp. 959-968. 8. Potential invasion of microorganisms and pathogens via 'interior hull fouling': biofilms inside ballast water tanks. L. A. Drake, et al. pp. 969-982. 9. Development and evaluation of a PCR based assay for detection of the toxic dinoflagellate, ""Gymnodinium catenatum"" (Graham) in ballast water and environmental samples. J. G. Patil, pp. 983-994. 10. Rapid assessment survey for exotic organisms in southern California bays and harbors, and abundance in port and non-port areas. A. N. Cohen, et al. pp. 995-1002. 11. California's reaction to ""Caulerpa taxifolia:"" a model for invasive species rapid response. L. W. J. Anderson, pp. 1003-1016. 12. When invasive species have benefits as well as costs: managing ""Carex kobomugi"" (Asiatic sand sedge) in New Jersey's coastal dunes. L. S. Wootton, et al. pp. 1017-1027. 13. Abundance and spread of the invasive red algae, ""Kappaphycus"" spp., in Kane'ohe Bay, Hawai'I and an experimental assessment of management options. E. J. Conklin, pp. 1029-1039."
